date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:41:44	89394/89394	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2007%20Oct%202015%2013:54:21%20GMT	http://club.lagaceta.com/ScriptResource.axd?d=OGo2VxXxb9-bDPKEBlczIoA_iR1lxwptyfkjH4muW_IN9EoSBhYH2Nswtu1PSMvkQhZwsKKIkm2H5KDOPXxsZISICu6qCO-CRVXB8Mn85W-BXQ49ulLdXcDe9xuX474W0&t=610a7411	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/ScriptResource03b5.js	(from http://club.lagaceta.com/)
20:41:44	37296/37296	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2007%20Oct%202015%2013:54:22%20GMT	http://club.lagaceta.com/ScriptResource.axd?d=iYsNBrPTW_cgM1T4e6y7N_rv3nbaGIb7Q6mIPs_n7OA3VRWA6zLD04BquZoj9FMGQh2pBt4vZwLQ7997-AaRQZO4dR7LWvgN2t4lQR--nYIlcpd-EdDQ1eSzuhqdUzMXxSh2hiDR8fvgjZPMYLbVog2&t=610a7411	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/ScriptResource946d.js	(from http://club.lagaceta.com/)
20:41:46	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Oct%202015%2001:41:57%20GMT	http://club.lagaceta.com/expressInstall.swf	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/expressInstall.14.delayed	(from http://club.lagaceta.com/)
20:41:47	37801/37801	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:41:58%20GMT	http://club.lagaceta.com/que-es-el-club/	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/que-es-el-club/index.html	(from http://club.lagaceta.com/)
20:41:52	54624/54624	---M--	200	added ('OK')	application/x-shockwave-flash	etag:%22282babcd4071d01:0%22	http://club.lagaceta.com/img/banners/160x400/CARREFOUR-MARKET-160x400.swf?clickTag=/Beneficios/Resultados/Supermercados	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/img/banners/160x400/CARREFOUR-MARKET-160x4006c98.swf	(from http://club.lagaceta.com/)
20:41:53	37303/37303	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:05%20GMT	http://club.lagaceta.com/obtene-tu-tarjeta/	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/obtene-tu-tarjeta/index.html	(from http://club.lagaceta.com/)
20:41:56	38480/38480	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:06%20GMT	http://club.lagaceta.com/consultas/StatusTarjeta	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/consultas/StatusTarjeta.html	(from http://club.lagaceta.com/)
20:41:57	53837/53837	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:09%20GMT	http://club.lagaceta.com/preguntas-frecuentes/	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/preguntas-frecuentes/index.html	(from http://club.lagaceta.com/)
20:41:59	46626/46626	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:10%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Supermercados	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Supermercados.html	(from http://club.lagaceta.com/)
20:42:00	63670/63670	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:12%20GMT	http://club.lagaceta.com/consultas/	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/consultas/index.html	(from http://club.lagaceta.com/)
20:42:01	228539/228539	---MC-	200	added ('OK')	text/javascript	date:Wed,%2029%20Jan%202014%2019:31:45%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.10.4/jquery-ui.min.js	C:/My%20Web%20Sites/La%20gaceta/ajax.googleapis.com/ajax/libs/jqueryui/1.10.4/jquery-ui.min.js	(from http://club.lagaceta.com/)
20:42:02	55837/55837	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:15%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Gastronomia/Heladerias	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Gastronomia/Heladerias.html	(from http://club.lagaceta.com/)
20:42:03	129308/129308	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:14%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Gastronomia	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Gastronomia.html	(from http://club.lagaceta.com/)
20:42:04	125035/125035	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:16%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Gastronomia/Bares	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Gastronomia/Bares.html	(from http://club.lagaceta.com/)
20:42:05	130413/130413	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:16%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Gastronomia/Restaurantes	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Gastronomia/Restaurantes.html	(from http://club.lagaceta.com/)
20:42:07	37033/37033	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:18%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Gastronomia/Panader%c3%adas	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Gastronomia/Panader%c3%adas.html	(from http://club.lagaceta.com/)
20:42:07	70660/70660	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:18%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Gastronomia/Delivery	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Gastronomia/Delivery.html	(from http://club.lagaceta.com/)
20:42:09	37017/37017	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:20%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Gastronomia/Bebidas	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Gastronomia/Bebidas.html	(from http://club.lagaceta.com/)
20:42:09	74549/74549	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:20%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Gastronomia/Comidas-R%c3%a1pidas	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Gastronomia/Comidas-R%c3%a1pidas.html	(from http://club.lagaceta.com/)
20:42:11	128787/128787	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:23%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Moda	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Moda.html	(from http://club.lagaceta.com/)
20:42:12	37023/37023	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:22%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Gastronomia/Take-Away	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Gastronomia/Take-Away.html	(from http://club.lagaceta.com/)
20:42:13	128857/128857	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:24%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Moda/Indumentaria	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Moda/Indumentaria.html	(from http://club.lagaceta.com/)
20:42:13	78088/78088	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:25%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Moda/Calzados-y-Accesorios	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Moda/Calzados-y-Accesorios.html	(from http://club.lagaceta.com/)
20:42:14	64532/64532	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:27%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Moda/Ni%c3%b1os	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Moda/Ni%c3%b1os.html	(from http://club.lagaceta.com/)
20:42:16	122136/122136	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:27%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Entretenimientos	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Entretenimientos.html	(from http://club.lagaceta.com/)
20:42:17	84948/84948	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:28%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Entretenimientos/Cine	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Entretenimientos/Cine.html	(from http://club.lagaceta.com/)
20:42:17	46120/46120	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:29%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Entretenimientos/Teatro	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Entretenimientos/Teatro.html	(from http://club.lagaceta.com/)
20:42:18	37010/37010	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:30%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Entretenimientos/Museos	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Entretenimientos/Museos.html	(from http://club.lagaceta.com/)
20:42:19	60617/60617	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:30%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Entretenimientos/Aire-Libre	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Entretenimientos/Aire-Libre.html	(from http://club.lagaceta.com/)
20:42:20	129458/129458	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:32%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Hogar	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Hogar.html	(from http://club.lagaceta.com/)
20:42:20	51198/51198	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:32%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Hogar/Librer%c3%ada	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Hogar/Librer%c3%ada.html	(from http://club.lagaceta.com/)
20:42:22	51172/51172	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:34%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Hogar/Jugueter%c3%ada	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Hogar/Jugueter%c3%ada.html	(from http://club.lagaceta.com/)
20:42:22	55645/55645	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:34%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Hogar/Decoracion-y-Muebles	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Hogar/Decoracion-y-Muebles.html	(from http://club.lagaceta.com/)
20:42:24	61493/61493	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:36%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Hogar/Casa-y-Construcci%c3%b3n	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Hogar/Casa-y-Construcci%c3%b3n.html	(from http://club.lagaceta.com/)
20:42:24	42048/42048	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:35%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Hogar/Electrodom%c3%a9sticos	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Hogar/Electrodom%c3%a9sticos.html	(from http://club.lagaceta.com/)
20:42:25	73779/73779	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:38%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Deportes	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Deportes.html	(from http://club.lagaceta.com/)
20:42:25	41812/41812	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:38%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Deportes/Gimnasios	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Deportes/Gimnasios.html	(from http://club.lagaceta.com/)
20:42:26	69452/69452	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:39%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Deportes/Indumentaria-Deportiva	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Deportes/Indumentaria-Deportiva.html	(from http://club.lagaceta.com/)
20:42:27	124077/124077	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:39%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Belleza	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Belleza.html	(from http://club.lagaceta.com/)
20:42:27	83379/83379	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:41%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Belleza/Peluquerias	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Belleza/Peluquerias.html	(from http://club.lagaceta.com/)
20:42:28	50968/50968	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:41%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Belleza/Spa	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Belleza/Spa.html	(from http://club.lagaceta.com/)
20:42:29	60101/60101	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:42%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Belleza/Perfumerias	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Belleza/Perfumerias.html	(from http://club.lagaceta.com/)
20:42:30	59943/59943	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:42%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Belleza/Tratamientos-de-Belleza	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Belleza/Tratamientos-de-Belleza.html	(from http://club.lagaceta.com/)
20:42:31	123697/123697	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:43%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Turismo	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Turismo.html	(from http://club.lagaceta.com/)
20:42:31	90665/90665	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:43%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Turismo/Hoteles	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Turismo/Hoteles.html	(from http://club.lagaceta.com/)
20:42:32	61209/61209	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:45%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Turismo/Entretenimiento	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Turismo/Entretenimiento.html	(from http://club.lagaceta.com/)
20:42:33	74891/74891	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:46%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Vehiculos	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Vehiculos.html	(from http://club.lagaceta.com/)
20:42:34	42122/42122	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:46%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Vehiculos/Seguros	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Vehiculos/Seguros.html	(from http://club.lagaceta.com/)
20:42:34	60818/60818	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:48%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Vehiculos/Repuestos-y-Accesorios	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Vehiculos/Repuestos-y-Accesorios.html	(from http://club.lagaceta.com/)
20:42:36	46669/46669	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:48%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Vehiculos/Servicio-mec%c3%a1nico	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Vehiculos/Servicio-mec%c3%a1nico.html	(from http://club.lagaceta.com/)
20:42:37	130222/130222	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:50%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Servicios	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Servicios.html	(from http://club.lagaceta.com/)
20:42:37	42122/42122	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:50%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Servicios/Seguros	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Servicios/Seguros.html	(from http://club.lagaceta.com/)
20:42:40	41942/41942	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:52%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Servicios/Veterinarias	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Servicios/Veterinarias.html	(from http://club.lagaceta.com/)
20:42:40	102613/102613	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:52%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Servicios/Educaci%c3%b3n	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Servicios/Educaci%c3%b3n.html	(from http://club.lagaceta.com/)
20:42:42	60553/60553	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:54%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Servicios/Salud	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Servicios/Salud.html	(from http://club.lagaceta.com/)
20:42:42	37075/37075	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:54%20GMT	http://club.lagaceta.com/Beneficios/Resultados/Beneficios-Especiales	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/Resultados/Beneficios-Especiales.html	(from http://club.lagaceta.com/)
20:42:43	55411/55411	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:56%20GMT	http://club.lagaceta.com/Beneficios/UnBeneficio/1379/Burger-King.html	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/UnBeneficio/1379/Burger-King.html	(from http://club.lagaceta.com/)
20:42:45	55366/55366	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:42:58%20GMT	http://club.lagaceta.com/Beneficios/UnBeneficio/2682/CINES-2x1.html	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/UnBeneficio/2682/CINES-2x1.html	(from http://club.lagaceta.com/)
20:42:47	25528/25528	---M--	200	added ('OK')	image/jpeg	etag:%22985d68c8de7dd01:0%22	http://club.lagaceta.com/Img/Beneficios/672x259/1379.jpg	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Img/Beneficios/672x259/1379.jpg	(from http://club.lagaceta.com/)
20:42:49	52881/52881	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:43:02%20GMT	http://club.lagaceta.com/Beneficios/UnBeneficio/2900/Feria-Abasto-Gourmet.html	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/UnBeneficio/2900/Feria-Abasto-Gourmet.html	(from http://club.lagaceta.com/)
20:42:50	25050/25050	---M--	200	added ('OK')	image/jpeg	etag:%22d0e280844878d01:0%22	http://club.lagaceta.com/Img/Beneficios/672x259/2682.jpg	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Img/Beneficios/672x259/2682.jpg	(from http://club.lagaceta.com/)
20:42:52	53206/53206	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:43:05%20GMT	http://club.lagaceta.com/Beneficios/UnBeneficio/2911/Puro-Beethoven.html	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/UnBeneficio/2911/Puro-Beethoven.html	(from http://club.lagaceta.com/)
20:42:54	30573/30573	---M--	200	added ('OK')	image/jpeg	etag:%22e0d2147396f7d01:0%22	http://club.lagaceta.com/Img/Beneficios/672x259/2900.jpg	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Img/Beneficios/672x259/2900.jpg	(from http://club.lagaceta.com/)
20:42:56	54624/54624	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Oct%202015%2001:43:08%20GMT	http://club.lagaceta.com/Beneficios/UnBeneficio/615/Farmacia-America-.html	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Beneficios/UnBeneficio/615/Farmacia-America-.html	(from http://club.lagaceta.com/)
20:42:59	37658/37658	---M--	200	added ('OK')	image/jpeg	etag:%2260e0c8ab4f0d11:0%22	http://club.lagaceta.com/Img/Beneficios/672x259/2911.jpg	C:/My%20Web%20Sites/La%20gaceta/club.lagaceta.com/Img/Beneficios/672x259/2911.jpg	(from http://club.lagaceta.com/)
